"","brnn_predictions","merged_data.Rating","merged_data.Year","minutes","pct3PRate","pctFTRate","pctORB","pctDRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioWSPer48","ratioDBPM","X.","Rating"
"4",79.9052789814668,80,2020,-0.27491725027841,-0.0747131418264124,0.526577952812104,-0.151427063409318,0.0603622684309676,0.156718935657472,-0.44683401401632,-0.557203982789427,-0.475643058392401,0.279297559432313,-0.235588694264219,0.100657738874373,0.31247362321274,-1.97748471470821,0.769953824714859
"6",72.9902751692668,73,2020,-0.541610782061013,0.309522003255883,-1.10086855459892,-0.349237191286355,-0.609589591727193,0.949100098614719,-0.409354362784286,0.511976111746467,-0.134816787278755,0.247036896168071,-0.450410475139777,0.0467656301214065,0.144241300831128,-1.11244689159946,-0.374765822209965
"9",70.0189400453287,70,2020,-1.0978597181619,0.854423572231255,0.520242941086273,-0.315131996824797,-0.419980574701298,-0.96251945701964,2.88510698051151,-0.523440400856715,1.71749990355628,0.0696032482147346,-1.00792338559291,-1.37490927974017,-0.169588106570158,-0.13502816927819,-1.00446110685735
"10",87.278488395785,87,2020,-0.334177502132013,0.0130676903331336,-0.329941777150701,-0.0491114800246438,0.249971285456862,0.54300475259913,-0.4243462232771,-0.51218587354581,-0.742376661872646,0.327688554328678,-0.0489430111014471,0.595738174295985,0.665494806777559,1.46479886425325,1.59204296632118
"14",76.8818204827765,77,2020,-0.543910711026799,0.249209911602847,0.945935742375611,-0.0900377133785134,0.553345712698293,-0.734709872669432,-0.409354362784286,-0.542197946374888,0.206009483834892,-0.914346981344673,-0.848989912480604,-0.327341083196015,1.13009505601179,-1.32134190796824,0.327118419748069
"17",72.02344796723,72,2020,-0.449830101283383,-0.0377657881629579,1.41827392303878,-0.396984463532536,-0.0786843440546885,-0.0413763550818401,2.88510698051151,-0.553452473685792,-0.579372793079163,0.456731207385649,0.0359676164827333,0.155027576184252,-0.901611311127745,-0.421507004355692,-0.573737938258313
"20",72.0633975973871,72,2020,-0.581523912189768,0.3280891504747,-1.11009490002098,2.19501031554588,-0.723355001942729,-0.0710906486927369,-0.386866572045066,-0.549700964582157,0.650565489635299,-0.76917399665558,-0.848989912480604,-0.246297975142965,0.894997171405729,-0.938089950123625,-0.573737938258313
"23",74.9431644516607,75,2020,-0.64623479277555,-0.00542133220265793,1.43808695967532,0.0736672200369655,0.66711112291383,-0.724805108132466,1.76071744355049,-0.399640600436769,0.0874612156214494,-0.301394379324059,-0.70360157760461,-0.592200502642767,0.144241300831128,0.763355998124743,-0.00620687947820712
"28",72.0061871922026,72,2020,-1.28404936427586,1.03218303023359,1.61141108064187,-0.219637452332434,0.641829920643711,-1.17051951229592,2.13551395587083,-0.613476619343948,0.902480559588864,-0.898216649712551,-0.571363722810607,0.0467656301214065,-0.868537159895393,0.907104760701075,-0.573737938258313
"29",70.0292969493249,70,2020,-1.56713579872508,-1.59434292101615,1.337867656587,0.823981498191244,0.578626914968412,-0.516805052856188,-0.488061630371558,-0.613476619343948,-0.653465460712564,-0.494958358909516,-0.571363722810607,1.63528488377127,-0.316728010834958,0.712817894302602,-1.00446110685735
"30",72.8814052011044,73,2020,-1.44723574492566,1.03218303023359,-0.619505264695714,-0.362879269070978,-0.116606147459867,-1.38842433210916,-0.409354362784286,-0.463416255198559,-1.91304081048039,-0.801434659919823,-0.571363722810607,0.220904875051714,-0.9673677905203,1.12473778903553,-0.374765822209965
"32",74.9196735770699,75,2020,-1.03587197993099,1.11182705883603,2.12286517491072,4.92342587247053,-0.634870793997312,0.2062427583423,2.51031046819117,-0.515937382649445,1.71749990355628,0.295427891064435,-0.571363722810607,-0.337388342957942,-0.801975395808807,0.104085115231631,-0.00620687947820712
"34",68.9935237759388,69,2020,-1.91308504051242,-1.59434292101615,-1.98724135400543,0.987686431606723,-0.457902378106477,3.53424364276274,-0.488061630371558,-0.613476619343948,1.79159257118968,0.0857335798468561,-0.571363722810607,4.17879297831045,-0.494539424507303,-0.13502816927819,-1.23774187683341
"39",89.0955914065716,89,2020,-0.210663713172521,-1.40480662975428,0.66340325802631,0.544318903606467,3.24579375446599,0.0873855838987125,-0.405606397661083,-0.437155691473116,0.932117626642224,1.15033546756687,-0.0489430111014471,0.53757158663049,1.66381370584109,-1.97748471470821,1.78378780513179
"50",80.01452017278,80,2020,-0.332329683836082,-0.166998079475272,0.049837891799825,-0.274205763470927,-0.521105383781775,0.45386187176644,-0.450581979139524,-0.51968889175308,-0.97947319829953,1.56972409000203,0.264120969475628,0.60743092109487,-0.529426878939754,0.607250883692695,0.769953824714859
